序,时间,区,目的港,国家,中文,代,船,20G,E1,40G,E2,40H,E3,AE,20'GP(标准报价),40'GP(标准报价),40'HQ(标准报价),EBS,AE1,船期,港,中转港,中转,航程,起,止,内部备注,限重,快捷报价,,,
375,80618,北,TUNIS(Rades port),Tunisia,"突尼斯,突尼斯",B,MSC,1950,,3800,,3850,,ENS30,1950,3800,3850,,,周日,洋山,SAKAC,沙特的阿卜杜拉国王港,34,8-01,8-14,,,Tunis(Rades Port) MSC USD1950/3800/3850 + ENS30/BILL，周日洋山沙特的阿卜杜拉国王港转34天，价格到8月14日已过期，紧供参考。,,,
376,80618,北,SFAX,Tunisia,"斯法克斯,突尼斯",A,MSK,1875,60,3500,120,3500,120,ENS30,1900,3550,3550,60/120,,周日,洋山,MAL,马尔萨什洛克,40,8-16,8-31,sbj to EBS,20'GP≧16T以上+$200,Sfax MSK USD1875/3500 + EBS60/120 + ENS30/BILL，周日洋山马尔萨什洛克转40天，价格到8月31日。,,,
377,80618,北,SFAX,Tunisia,"斯法克斯,突尼斯",M,CMA,1940,55,3680,110,3755,110,ENS30,1965,3730,3805,55/110,,周一,洋山,MLT,马耳他,34,8-01,8-14,,,Sfax CMA USD1940/3680/3755 + EBS55/110 + ENS30/BILL，周一洋山马耳他转34天，价格到8月14日已过期，紧供参考。,,,
378,80618,北,EL KHOMOS,Libya,"欧胡姆斯,利比亚",B,MSC,1550,,3000,,3050,,ENS30,1550,3000,3050,,,周日,洋山,SAKAC,沙特的阿卜杜拉国王港,31,8-01,8-14,,,El Khomos MSC USD1550/3000/3050 + ENS30/BILL，周日洋山沙特的阿卜杜拉国王港转31天，价格到8月14日已过期，紧供参考。,,,
379,80618,北,EL KHOMOS,Libya,"欧胡姆斯,利比亚",A,MSK,1600,60,3000,120,3000,120,ENS30,1625,3050,3050,60/120,,周日,洋山,MAL,马尔萨什洛克,37,8-16,8-31,sbj to EBS,20'GP≧16T以上+$200,El Khomos MSK USD1600/3000 + EBS60/120 + ENS30/BILL，周日洋山马尔萨什洛克转37天，价格到8月31日。,,,
380,80618,北,EL KHOMOS,Libya,"欧胡姆斯,利比亚",M,CMA,1700,55,3200,110,3275,110,ENS30,1700,3200,3275,55/110,,周一,洋山,MLT,马耳他,36,8-01,8-14,,,El Khomos CMA USD1700/3200/3275 + EBS55/110 + ENS30/BILL，周一洋山马耳他转36天，价格到8月14日已过期，紧供参考。,,,
381,80618,北,EL KHOMOS,Libya,"欧胡姆斯,利比亚",N,HPL,1415,55,2530,110,2530,110,ENS30,1415,2530,2530,55/110,,周六,洋山,DAMIETTA,达米埃塔,32,7-15,7-31,MD1 另加ENS USD35/BILL,小箱货重超过24吨及以上，收取USD250超重费,El Khomos HPL USD1415/2530 + EBS55/110 + ENS30/BILL，周六洋山达米埃塔转32天，价格到7月31日已过期，紧供参考。,,,
382,80618,北,EL KHOMOS,Libya,"欧胡姆斯,利比亚",E,COSCO,1550,,3000,,3050,,ENS30,1550,3000,3050,,,周三,洋山,PORT SAID,赛德港,37,8-15,8-31,ENS USD25/BL AEM3,小箱货重大于等于18吨且小于23吨收USD100/20GP，大于等于23吨收USD200/20GP,El Khomos COSCO USD1550/3000/3050 + ENS30/BILL，周三洋山赛德港转37天，价格到8月31日。,,,
383,80618,北,MISURATAH,Libya,"米苏拉塔,利比亚",A,MSK,1600,60,3000,120,3000,120,ENS30,1625,3050,3050,60/120,,周日,洋山,MAL,马尔萨什洛克,32,8-16,8-31,sbj to EBS,20'GP≧16T以上+$200,Misuratah MSK USD1600/3000 + EBS60/120 + ENS30/BILL，周日洋山马尔萨什洛克转32天，价格到8月31日。,,,
384,80618,北,MISURATAH,Libya,"米苏拉塔,利比亚",M,CMA,1700,55,3200,110,3275,110,ENS30,1700,3200,3275,55/110,,周一,洋山,MLT,马耳他,35,8-01,8-14,,,Misuratah CMA USD1700/3200/3275 + EBS55/110 + ENS30/BILL，周一洋山马耳他转35天，价格到8月14日已过期，紧供参考。,,,
385,80618,北,MISURATAH,Libya,"米苏拉塔,利比亚",E,COSCO,1550,,3000,,3050,,ENS30,1550,3000,3050,,,周三,洋山,PORT SAID,赛德港,30,8-15,8-31,ENS USD25/BL AEM3,小箱货重大于等于18吨且小于23吨收USD100/20GP，大于等于23吨收USD200/20GP,Misuratah COSCO USD1550/3000/3050 + ENS30/BILL，周三洋山赛德港转30天，价格到8月31日。,,,
386,80618,北,MISURATAH,Libya,"米苏拉塔,利比亚",C,EMC,1650,,2900,,2900,,ENS30,1650,2900,2900,,,1/4/7,洋山,PIR,比雷埃夫斯,33,8-01,8-14,ENS USD30 优先配MD2,超重費2SD >=18T  USD200 2SD>=21T USD400,Misuratah EMC USD1650/2900 + ENS30/BILL，1/4/7洋山比雷埃夫斯转33天，价格到8月14日已过期，紧供参考。,,,
387,80618,北,MISURATAH,Libya,"米苏拉塔,利比亚",N,HPL,1415,55,2530,110,2530,110,ENS30,1415,2530,2530,55/110,,周六,洋山,DAMIETTA,达米埃塔,33,7-15,7-31,MD1 另加ENS USD35/BILL,小箱货重超过24吨及以上，收取USD250超重费,Misuratah HPL USD1415/2530 + EBS55/110 + ENS30/BILL，周六洋山达米埃塔转33天，价格到7月31日已过期，紧供参考。,,,
388,80618,北,MISURATAH,Libya,"米苏拉塔,利比亚",B,MSC,1550,,3000,,3050,,ENS30,1550,3000,3050,,,周日,洋山,SAKAC,沙特的阿卜杜拉国王港,35,8-01,8-14,,,Misuratah MSC USD1550/3000/3050 + ENS30/BILL，周日洋山沙特的阿卜杜拉国王港转35天，价格到8月14日已过期，紧供参考。,,,
389,80618,北,BENGHAZI,Libya,班加西，利比亚,N,HPL,1415,55,2530,110,2530,110,ENS30,1415,2530,2530,55/110,,周六,洋山,DAMIETTA,达米埃塔,27,7-15,7-31,MD1 另加ENS USD35/BILL 港口显示：BINGAZI,小箱货重超过24吨及以上，收取USD250超重费,Benghazi HPL USD1415/2530 + EBS55/110 + ENS30/BILL，周六洋山达米埃塔转27天，价格到7月31日已过期，紧供参考。,,,
390,80618,北,BENGHAZI,Libya,班加西，利比亚,M,CMA,1775,55,3350,110,3425,110,ENS30,1775,3350,3425,55/110,,周一,洋山,MTMLA,马耳他,36,8-01,8-14,,,Benghazi CMA USD1775/3350/3425 + EBS55/110 + ENS30/BILL，周一洋山马耳他转36天，价格到8月14日已过期，紧供参考。,,,
391,80618,北,TRIPOLI,Libya,"的黎波里,利比亚",B,MSC,1550,,3000,,3050,,ENS30,1550,3000,3050,,,周日,洋山,SAKAC,沙特的阿卜杜拉国王港,36,8-01,8-14,,,Tripoli MSC USD1550/3000/3050 + ENS30/BILL，周日洋山沙特的阿卜杜拉国王港转36天，价格到8月14日已过期，紧供参考。,,,
392,80618,北,TRIPOLI,Libya,"的黎波里,利比亚",M,CMA,1700,55,3200,110,3275,110,ENS30,1700,3200,3275,55/110,,周一,洋山,MLT,马耳他,34,8-01,8-14,,,Tripoli CMA USD1700/3200/3275 + EBS55/110 + ENS30/BILL，周一洋山马耳他转34天，价格到8月14日已过期，紧供参考。,,,
393,80618,北,TRIPOLI,Libya,"的黎波里,利比亚",N,HPL,1415,55,2530,110,2530,110,ENS30,1415,2530,2530,55/110,,周六,洋山,DAMIETTA,达米埃塔,26,7-15,7-31,MD1 另加ENS USD35/BILL,小箱货重超过24吨及以上，收取USD250超重费,Tripoli HPL USD1415/2530 + EBS55/110 + ENS30/BILL，周六洋山达米埃塔转26天，价格到7月31日已过期，紧供参考。,,,
394,80618,北,TRIPOLI,Libya,"的黎波里,利比亚",E,COSCO,1550,,3000,,3050,,ENS30,1550,3000,3050,,,周三,洋山,PORT SAID,赛德港,30,8-15,8-31,ENS USD25/BL AEM3,小箱货重大于等于18吨且小于23吨收USD100/20GP，大于等于23吨收USD200/20GP,Tripoli COSCO USD1550/3000/3050 + ENS30/BILL，周三洋山赛德港转30天，价格到8月31日。,,,
395,80618,北,TOBRUK,Libya,"托布鲁克,利比亚",N,HPL,1530,55,2760,110,2760,110,ENS30,1530,2760,2760,55/110,,周六,洋山,DAMIETTA,达米埃塔,26,7-15,7-31,MD1 另加ENS USD35/BILL,小箱货重超过24吨及以上，收取USD250超重费,Tobruk HPL USD1530/2760 + EBS55/110 + ENS30/BILL，周六洋山达米埃塔转26天，价格到7月31日已过期，紧供参考。,,,
396,80618,北,ALEXANDRIA NEW PORT,Egypt,"亚历山大新港,埃及",M,CMA,1300,55,1800,110,1800,110,ENS30,1300,1800,1800,55/110,,周三,洋山,BEX,贝鲁特,28,7-15,7-31,MEX1 ，ENS USD25,,Alexandria New Port CMA USD1300/1800 + EBS55/110 + ENS30/BILL，周三洋山贝鲁特转28天，价格到7月31日已过期，紧供参考。,,,
397,80618,北,ALEXANDRIA,Egypt,"亚历山大老港,埃及",A,MSK,1375,60,2050,120,2050,120,ENS30,1400,2100,2100,60/120,,周三,洋山,EGPSE,赛德港,27,8-16,8-31,sbj to EBS,,Alexandria MSK USD1375/2050 + EBS60/120 + ENS30/BILL，周三洋山赛德港转27天，价格到8月31日。,,,
398,80618,北,ALEXANDRIA,Egypt,"亚历山大老港,埃及",D,SAF,1350,60,2000,120,2000,120,ENS30,1350,2000,2000,60/120,,4,洋山,EGPSE,赛德港,27,8-01,8-15,AE20/AE12,,Alexandria SAF USD1350/2000 + EBS60/120 + ENS30/BILL，4洋山赛德港转27天，价格到8月15日已过期，紧供参考。,,,
399,80618,北,ALEXANDRA(EL DEKHEILA),Egypt,"亚历山大新港,埃及",A,MSK,1375,60,2050,120,2050,120,ENS30,1400,2100,2100,60/120,,周三,洋山,EGPSE,赛德港,30,8-16,8-31,sbj to EBS,,Alexandra(El Dekheila) MSK USD1375/2050 + EBS60/120 + ENS30/BILL，周三洋山赛德港转30天，价格到8月31日。,,,
400,80618,北,ALEXANDRA(EL DEKHEILA),Egypt,"亚历山大新港,埃及",C,EMC,,,,,,,ENS30,,,,,,周日,洋山,DIR,直达,25,,,FEM,超重費2SD >=18T  USD200 2SD>=21T USD400,Alexandra(El Dekheila) EMC USD/ + ENS30/BILL，周日洋山直达25天，价格到1月0日已过期，紧供参考。,,,
401,80618,北,ALEXANDRA(EL DEKHEILA),Egypt,"亚历山大新港,埃及",D,SAF,1350,60,2000,120,2000,120,ENS30,1350,2000,2000,60/120,,4,洋山,EGPSE,赛德港,30,8-01,8-15,AE20/AE12,,Alexandra(El Dekheila) SAF USD1350/2000 + EBS60/120 + ENS30/BILL，4洋山赛德港转30天，价格到8月15日已过期，紧供参考。,,,
402,80618,北,DAMIETTA,Egypt,"达米埃塔,埃及",M,CMA,1300,55,1800,110,1800,110,ENS30,1300,1800,1800,55/110,,周一,洋山,MLT,马耳他,28,7-15,7-31,MEX1         ，ENS USD25,,Damietta CMA USD1300/1800 + EBS55/110 + ENS30/BILL，周一洋山马耳他转28天，价格到7月31日已过期，紧供参考。,,,
403,80618,北,DAMIETTA,Egypt,"达米埃塔,埃及",A,MSK,1375,60,2050,120,2050,120,ENS30,1400,2100,2100,60/120,,周四,洋山,EGPSE,赛德港,27,8-16,8-31,sbj to EBS,,Damietta MSK USD1375/2050 + EBS60/120 + ENS30/BILL，周四洋山赛德港转27天，价格到8月31日。,,,
404,80618,北,DAMIETTA,Egypt,"达米埃塔,埃及",D,SAF,1350,60,2000,120,2000,120,ENS30,1350,2000,2000,60/120,,4,洋山,EGPSE,赛德港,29,8-01,8-15,AE20/AE12,,Damietta SAF USD1350/2000 + EBS60/120 + ENS30/BILL，4洋山赛德港转29天，价格到8月15日已过期，紧供参考。,,,
405,80618,北,PORT SAID EAST,Egypt,"塞得东港,埃及",M,CMA,1300,55,1800,110,1800,110,ENS30,1300,1800,1800,55/110,,周三,洋山,DIR,直达,25,7-15,7-31,MEX2              ENS USD25,,Port Said East CMA USD1300/1800 + EBS55/110 + ENS30/BILL，周三洋山直达25天，价格到7月31日已过期，紧供参考。,,,
406,80618,北,PORT SAID EAST,Egypt,"塞得东港,埃及",A,MSK,1325,60,1950,120,1950,120,ENS30,1350,2000,2000,60/120,,周四,洋山,DIR,直达,19,8-16,8-31,sbj to EBS,,Port Said East MSK USD1325/1950 + EBS60/120 + ENS30/BILL，周四洋山直达19天，价格到8月31日。,,,
407,80618,北,PORT SAID EAST,Egypt,"塞得东港,埃及",C,EMC,,,,,,,ENS30,,,,,,周六,洋山,DIR,直达,23,,,,超重費2SD >=18T  USD200 2SD>=21T USD400,Port Said East EMC USD/ + ENS30/BILL，周六洋山直达23天，价格到1月0日已过期，紧供参考。,,,
408,80618,北,PORT SAID EAST,Egypt,"塞得东港,埃及",D,SAF,1300,60,1900,120,1900,120,ENS30,1300,1900,1900,60/120,,4,洋山,DIR,直达,21,8-01,8-15,AE20/AE12,,Port Said East SAF USD1300/1900 + EBS60/120 + ENS30/BILL，4洋山直达21天，价格到8月15日已过期，紧供参考。,,,
409,80618,北,PORT SAID WEST,Egypt,"塞得西港,埃及",M,CMA,1300,55,1800,110,1800,110,ENS30,1300,1800,1800,55/110,,周三,洋山,DIR,直达,23,7-15,7-31,MEX2              ENS USD25,,Port Said West CMA USD1300/1800 + EBS55/110 + ENS30/BILL，周三洋山直达23天，价格到7月31日已过期，紧供参考。,,,
410,80618,北,PORT SAID WEST,Egypt,"塞得西港,埃及",A,MSK,1375,60,2050,120,2050,120,ENS30,1400,2100,2100,60/120,,周四,洋山,EGPSE,赛德港,25,8-16,8-31,sbj to EBS,,Port Said West MSK USD1375/2050 + EBS60/120 + ENS30/BILL，周四洋山赛德港转25天，价格到8月31日。,,,
411,80618,北,PORT SAID WEST,Egypt,"塞得西港,埃及",C,EMC,,,,,,,ENS30,,,,,,周日,洋山,DIR,直达,25,,,FEM,超重費2SD >=18T  USD200 2SD>=21T USD400,Port Said West EMC USD/ + ENS30/BILL，周日洋山直达25天，价格到1月0日已过期，紧供参考。,,,
412,80618,北,PORT SAID WEST,Egypt,"塞得西港,埃及",D,SAF,1350,60,2000,120,2000,120,ENS30,1350,2000,2000,60/120,,4,洋山,EGPSE,赛德港,21,8-01,8-15,AE20/AE12,,Port Said West SAF USD1350/2000 + EBS60/120 + ENS30/BILL，4洋山赛德港转21天，价格到8月15日已过期，紧供参考。,,,
413,80618,北,SOKHNA,Egypt,"苏科纳,埃及",D,SAF,1600,60,2500,120,2500,120,ENS30,1600,2500,2500,60/120,,4,洋山,KLA,巴生,27,8-01,8-15,AE15,,Sokhna SAF USD1600/2500 + EBS60/120 + ENS30/BILL，4洋山巴生转27天，价格到8月15日已过期，紧供参考。,,,
414,80618,北,ASHDOD,Israel,"阿什杜德,以色列",E,COSCO,1450,,2400,,2450,,ENS30,1450,2400,2450,,,周日,洋山,DIR,直达,23,8-15,8-31,ENS USD25/BL AEM5,小箱货重大于等于18吨且小于23吨收USD100/20GP，大于等于23吨收USD200/20GP,Ashdod COSCO USD1450/2400/2450 + ENS30/BILL，周日洋山直达23天，价格到8月31日。,,,
415,80618,北,ASHDOD,Israel,"阿什杜德,以色列",C,EMC,1175,,1850,,1850,,ENS30,1175,1850,1850,,,周日,洋山,DIR,直达,25,8-01,8-14,ENS USD30,超重費2SD >=18T  USD200 2SD>=21T USD400,Ashdod EMC USD1175/1850 + ENS30/BILL，周日洋山直达25天，价格到8月14日已过期，紧供参考。,,,
416,80618,北,BEIRUT,Lebanon,"贝鲁特,黎巴嫩",E,COSCO,1550,,2600,,2650,,ENS30,1550,2600,2650,,,周三,洋山,DIR,直达,25,8-15,8-31,ENS USD25/BL AEM3,小箱货重大于等于18吨且小于23吨收USD100/20GP，大于等于23吨收USD200/20GP,Beirut COSCO USD1550/2600/2650 + ENS30/BILL，周三洋山直达25天，价格到8月31日。,,,
417,80618,北,BEIRUT,Lebanon,"贝鲁特,黎巴嫩",D,SAF,1225,60,1850,120,1850,120,ENS30,1225,1850,1850,60/120,,4,洋山,DIR,直达,21,8-01,8-15,,,Beirut SAF USD1225/1850 + EBS60/120 + ENS30/BILL，4洋山直达21天，价格到8月15日已过期，紧供参考。,,,
1,80716,东,MOMBASA ,Kenya,"蒙巴萨,肯尼亚",M,CMA,975,55,1725,110,1725,110,,1025,1850,1850,55/110,,周四,外港,DIR,直达,25,8-01,8-15,ASEA2 14days(domestic)21days (transit cargo),,Mombasa CMA USD975/1725 + EBS55/110，周四外港直达25天，价格到8月15日已过期，紧供参考。,,,
2,80716,东,MOMBASA ,Kenya,"蒙巴萨,肯尼亚",E,COSCO,900,60,1650,120,1650,120,,925,1700,1700,60/120,,周三/周四,外港,DIR,直达,23,8-09,8-14,"11/23日EAX1航线(MOMBASA)不接受小重柜订舱（含箱重15吨以上）
",20'GP≧18T以上单票确认,Mombasa COSCO USD900/1650 + EBS60/120，周三/周四外港直达23天，价格到8月14日已过期，紧供参考。,,,
3,80716,东,MOMBASA ,Kenya,"蒙巴萨,肯尼亚",C,EMC,950,,1700,,1700,,,1000,1800,1800,,,周四,外港,DIR,直达,30,8-15,8-20,AEF,,Mombasa EMC USD950/1700，周四外港直达30天，价格到8月20日。,,,
4,80716,东,MOMBASA ,Kenya,"蒙巴萨,肯尼亚",F,EMI,1025,,1775,,1775,,,1050,1825,1825,,,周四,外港,PKG,巴生,32,8-01,8-15,,,Mombasa EMI USD1025/1775，周四外港巴生转32天，价格到8月15日已过期，紧供参考。,,,
5,80716,东,MOMBASA ,Kenya,"蒙巴萨,肯尼亚",B,MSC,981,,1406,,1406,,,1006,1456,1456,,,周五,洋山,DURBAN,德班,38,8-01,8-14,另加ENS USD25/BILL,,Mombasa MSC USD981/1406，周五洋山德班转38天，价格到8月14日已过期，紧供参考。,,,
6,80716,东,MOMBASA ,Kenya,"蒙巴萨,肯尼亚",K,PIL,1134,,2109,,2109,,,1259,2359,2359,,,周三,外港,DIR,直达,22,8-01,8-14,,,Mombasa PIL USD1134/2109，周三外港直达22天，价格到8月14日已过期，紧供参考。,,,
7,80716,东,MOMBASA ,Kenya,"蒙巴萨,肯尼亚",P,OOCL,875,55,1500,110,1500,110,,900,1550,1550,55/110,,周二,外港,COLOMBO,科隆坡,25,8-15,8-31,,"小箱≥21TONS+超重费100
",Mombasa OOCL USD875/1500 + EBS55/110，周二外港科隆坡转25天，价格到8月31日。,,,
8,80716,东,MOMBASA ,Kenya,"蒙巴萨,肯尼亚",N,HPL,900,55,1200,110,1200,110,,900,1200,1200,55/110,,周一,洋山,JEDDAH, 捷达,33,8-01,8-31,,,Mombasa HPL USD900/1200 + EBS55/110，周一洋山捷达转33天，价格到8月31日。,,,
9,80716,东,MOMBASA ,Kenya,"蒙巴萨,肯尼亚",A,MSK,1125,60,2050,120,2050,120,,1150,2100,2100,60/120,,周五,洋山,SIN,新加坡,23,8-16,8-31,,,Mombasa MSK USD1125/2050 + EBS60/120，周五洋山新加坡转23天，价格到8月31日。,,,
10,80716,东,MOMBASA ,Kenya,"蒙巴萨,肯尼亚",O,BLINE,775,50,,100,,100,,825,,,50/100,,周四,外港,DIR,直达,30,8-01,8-14,箱东单,,Mombasa BLINE USD775/ + EBS50/100，周四外港直达30天，价格到8月14日已过期，紧供参考。,,,
11,80716,东,MOMBASA ,Kenya,"蒙巴萨,肯尼亚",D,SAF,975,60,1750,120,1750,120,,1000,1800,1800,60/120,,周四,洋山,SIN,新加坡,23,8-03,8-15,AE20/FW3,,Mombasa SAF USD975/1750 + EBS60/120，周四洋山新加坡转23天，价格到8月15日已过期，紧供参考。,,,
12,80716,东,DAR ES SALAAM,Tanzania,"达累斯萨拉姆,坦桑尼亚",M,CMA,1063,55,1913,110,1913,110,,1100,2000,2000,55/110,,周三/周四/周日,洋山/外港/洋山,TPP/TPP/SIN,丹戎帕拉帕斯港/丹戎帕拉帕斯港/新加坡,25,8-01,8-14,SHAKA2/WAX/FAL1 14days(domestic)21days (transit cargo),,Dar Es Salaam CMA USD1063/1913 + EBS55/110，周三/周四/周日洋山/外港/洋山丹戎帕拉帕斯港/丹戎帕拉帕斯港/新加坡转25天，价格到8月14日已过期，紧供参考。,,,
13,80716,东,DAR ES SALAAM,Tanzania,"达累斯萨拉姆,坦桑尼亚",E,COSCO,900,60,1650,120,1650,120,,925,1700,1700,60/120,,周三/周四/周六,外港,DIR/SIN/SIN,直达/新加坡/新加坡,25/31/38,8-09,8-14,周三直达 周四/周六新加坡转,20'GP≧18T以上单票确认,Dar Es Salaam COSCO USD900/1650 + EBS60/120，周三/周四/周六外港直达/新加坡/新加坡25/31/38天，价格到8月14日已过期，紧供参考。,,,
14,80716,东,DAR ES SALAAM,Tanzania,"达累斯萨拉姆,坦桑尼亚",C,EMC,1000,,1750,,1750,,,1050,1850,1850,,,周四,外港,PKG,巴生,35,8-15,8-20,AEF,,Dar Es Salaam EMC USD1000/1750，周四外港巴生转35天，价格到8月20日。,,,
15,80716,东,DAR ES SALAAM,Tanzania,"达累斯萨拉姆,坦桑尼亚",F,EMI,1075,,1825,,1825,,,1100,1875,1875,,,周四,外港,PKG,巴生,32,8-01,8-15,,,Dar Es Salaam EMI USD1075/1825，周四外港巴生转32天，价格到8月15日已过期，紧供参考。,,,
16,80716,东,DAR ES SALAAM,Tanzania,"达累斯萨拉姆,坦桑尼亚",B,MSC,975,,1400,,1400,,,1000,1450,1450,,,周五,洋山,DURBAN,德班,37,8-01,8-14,另加ENS USD25/BILL,,Dar Es Salaam MSC USD975/1400，周五洋山德班转37天，价格到8月14日已过期，紧供参考。,,,
17,80716,东,DAR ES SALAAM,Tanzania,"达累斯萨拉姆,坦桑尼亚",A,MSK,1125,60,2050,120,2050,120,,1150,2100,2100,60/120,,周五,洋山,SIN,新加坡,26-32,8-16,8-31,,,Dar Es Salaam MSK USD1125/2050 + EBS60/120，周五洋山新加坡转26-32天，价格到8月31日。,,,
18,80716,东,DAR ES SALAAM,Tanzania,"达累斯萨拉姆,坦桑尼亚",D,SAF,975,60,1750,120,1750,120,,1000,1800,1800,60/120,,周四,洋山,SIN,新加坡,26-32,8-03,8-15,AE20/FW3,,Dar Es Salaam SAF USD975/1750 + EBS60/120，周四洋山新加坡转26-32天，价格到8月15日已过期，紧供参考。,,,
19,80716,东,DAR ES SALAAM,Tanzania,"达累斯萨拉姆,坦桑尼亚",P,OOCL,1075,55,1800,110,1800,110,,1100,1850,1850,55/110,,周二,外港,COLOMBO,科隆坡,28,8-15,8-31,,"小箱≥21TONS+超重费100
",Dar Es Salaam OOCL USD1075/1800 + EBS55/110，周二外港科隆坡转28天，价格到8月31日。,,,
20,80716,东,DAR ES SALAAM,Tanzania,"达累斯萨拉姆,坦桑尼亚",N,HPL,900,55,1200,110,1200,110,,900,1200,1200,55/110,,周一,洋山,JEDDAH, 捷达,37,8-01,8-31,,,Dar Es Salaam HPL USD900/1200 + EBS55/110，周一洋山捷达转37天，价格到8月31日。,,,
21,80716,东,DAR ES SALAAM,Tanzania,"达累斯萨拉姆,坦桑尼亚",K,PIL,1125,,2100,,2100,,,1250,2350,2350,,,周三,外港,DIR,直达,25,8-01,8-14,,,Dar Es Salaam PIL USD1125/2100，周三外港直达25天，价格到8月14日已过期，紧供参考。,,,
22,80716,东,ZANZIBAR,Tanzania,"桑给巴尔,坦桑尼亚",M,CMA,1925,55,3550,110,3550,110,,1950,3600,3600,55/110,,周四/周日,外港/洋山,TPP/SIN,丹戎帕拉帕斯港/新加坡,33,8-01,8-14,WAX/FAL1 14天免用箱,,Zanzibar CMA USD1925/3550 + EBS55/110，周四/周日外港/洋山丹戎帕拉帕斯港/新加坡转33天，价格到8月14日已过期，紧供参考。,,,
23,80716,东,ZANZIBAR,Tanzania,"桑给巴尔,坦桑尼亚",F,EMI,电询,,电询,,电询,,,电询,电询,电询,,,周三,外港,PKG,巴生,36,8-01,8-15,,,Zanzibar EMI USD电询/电询，周三外港巴生转36天，价格到8月15日已过期，紧供参考。,,,
24,80716,东,ZANZIBAR,Tanzania,"桑给巴尔,坦桑尼亚",B,MSC,1575,,2550,,2550,,,1600,2600,2600,,,周五,洋山,OMSLL,色拉拉,38,8-01,8-14,,,Zanzibar MSC USD1575/2550，周五洋山色拉拉转38天，价格到8月14日已过期，紧供参考。,,,
25,80716,东,ZANZIBAR,Tanzania,"桑给巴尔,坦桑尼亚",K,PIL,1925,,3250,,3250,,,2050,3500,3500,,,周三,外港,MBA,蒙巴萨,30,8-01,8-14,,,Zanzibar PIL USD1925/3250，周三外港蒙巴萨转30天，价格到8月14日已过期，紧供参考。,,,
26,80716,东,ZANZIBAR,Tanzania,"桑给巴尔,坦桑尼亚",O,BLINE,1600,50,2850,100,2850,100,,1600,2850,2850,50/100,,周三,外港,JEA,迪拜,34,7-30,8-10,箱东单,小箱超过18T含箱重 OWS USD200,Zanzibar BLINE USD1600/2850 + EBS50/100，周三外港迪拜转34天，价格到8月10日已过期，紧供参考。,,,
27,80716,东,ZANZIBAR,Tanzania,"桑给巴尔,坦桑尼亚",A,MSK,1825,60,3350,120,3350,120,,1850,3400,3400,60/120,,周五,洋山,MOMBASA,蒙巴萨,37,8-16,8-31,,,Zanzibar MSK USD1825/3350 + EBS60/120，周五洋山蒙巴萨转37天，价格到8月31日。,,,
28,80716,东,ZANZIBAR,Tanzania,"桑给巴尔,坦桑尼亚",D,SAF,1675,60,3050,120,3050,120,,1700,3100,3100,60/120,,周四,洋山,MOMBASA,蒙巴萨,37,8-03,8-15,AE1/AE5/AE10,,Zanzibar SAF USD1675/3050 + EBS60/120，周四洋山蒙巴萨转37天，价格到8月15日已过期，紧供参考。,,,
